Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,21/02/2004,Valencia,Barcelona,0,1,A,0,0,D,1.909,3.25,4,1.9,3.3,3.9,1.9,3.1,3.5,1.8,3.25,3.75,1.8,3.25,4,1.9,3.2,3.6,1.83,3.3,3.6
SP1,22/02/2004,Albacete,Murcia,1,0,H,1,0,H,1.833,3.25,3.75,1.85,3.4,4,1.7,3.1,4.4,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75
SP1,22/02/2004,Ath Bilbao,Betis,1,1,D,0,0,D,2.1,3.25,3.4,2.1,3.25,3.35,2.1,2.9,3.2,2,3.2,3.2,2,3.2,3.3,1.9,3.2,3.6,2,3.1,3.3
SP1,22/02/2004,Osasuna,Mallorca,1,1,D,1,1,D,1.833,3.25,3.75,1.9,3.25,4,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.2,3.8,1.83,3.2,3.75
SP1,22/02/2004,Santander,Valladolid,1,0,H,0,0,D,1.909,3.25,3.5,2,3.25,3.6,2.1,3,3.1,1.909,3.25,3.4,2,3.2,3.3,2,3.2,3.3,1.9,3.2,3.5
SP1,22/02/2004,Zaragoza,Villarreal,4,1,H,3,0,H,2.4,3.2,2.6,2.55,3.25,2.6,2.5,3,2.5,2.25,3.2,2.75,2.5,3,2.6,2.5,3,2.62,2.5,3.1,2.5
SP1,28/02/2004,Betis,Sevilla,1,1,D,1,1,D,2.25,3.2,3.1,2.3,3,3.15,2.3,2.7,3,2.2,3,3,2.2,3,3.1,2.2,3,3.1,2.2,2.8,3.2
SP1,28/02/2004,Valladolid,Zaragoza,1,2,A,1,1,D,2.1,3.25,3,2.1,3.2,3.4,2,3,3.3,1.909,3.2,3.5,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3
SP1,29/02/2004,Espanol,Valencia,2,1,H,1,0,H,4.333,3.25,1.727,4.75,3.3,1.75,4.4,3.3,1.65,4,3.2,1.8,4,3.4,1.73,4,3.4,1.75,5,3.1,1.66
SP1,29/02/2004,La Coruna,Barcelona,2,3,A,0,2,A,2.1,3.25,3.4,2.15,3.2,3.25,1.85,3.1,3.6,2.1,3.2,3,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3
SP1,29/02/2004,Malaga,Santander,1,0,H,1,0,H,2,3.25,3.25,2.05,3.25,3.45,2.2,2.8,3.1,2.1,3.2,3,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3
SP1,29/02/2004,Mallorca,Ath Madrid,0,1,A,0,0,D,2.3,3.2,2.7,2.25,3.25,3,2.5,3,2.5,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.87,2.3,3.1,2.75
SP1,29/02/2004,Murcia,Osasuna,0,1,A,0,1,A,2.5,3.2,2.5,2.7,3.1,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.6,3,2.5,2.6,3,2.5,2.5,3.1,2.5
SP1,29/02/2004,Real Madrid,Celta,4,2,H,0,1,A,1.333,4.5,9,1.35,4.3,9,1.4,3.9,6,1.3,4,9,1.29,4.5,8.5,1.28,4.5,8.5,1.28,4.5,8
SP1,29/02/2004,Sociedad,Albacete,0,1,A,0,0,D,1.571,3.4,5.5,1.6,3.5,5.75,1.65,3.3,4.4,1.615,3.25,5,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.3,5.5
SP1,29/02/2004,Villarreal,Ath Bilbao,0,1,A,0,1,A,2.2,3.25,2.8,2.25,3.1,3.15,2.2,2.9,3,2.25,3,2.875,2.25,3.1,2.88,2.25,3.1,2.87,2.2,3,3
SP1,06/03/2004,Celta,Espanol,1,5,A,0,2,A,1.8,3.2,4,1.82,3.4,4.15,1.7,3.2,4.2,1.8,3.25,3.75,1.8,3.25,4,1.8,3.25,4,1.8,3.1,4
SP1,06/03/2004,Osasuna,Sociedad,1,1,D,1,0,H,2.1,3.25,3,2.15,3.2,3.25,2.2,2.9,3,1.909,3.2,3.5,2.1,3.25,3,2.1,3.25,3,2,3.1,3.3
SP1,06/03/2004,Santander,Real Madrid,1,1,D,1,1,D,5,3.4,1.727,4.7,3.4,1.75,3.8,3.1,1.8,4.333,3.2,1.727,4.5,3.4,1.67,4.5,3.4,1.66,4,3.1,1.8
SP1,06/03/2004,Valencia,La Coruna,3,0,H,1,0,H,2.1,3.2,3.5,2.1,3.2,3.4,2,3.1,3.2,1.909,3.2,3.5,2.1,3.1,3.2,2.1,3.1,3.2,2.1,2.87,3.3
SP1,07/03/2004,Albacete,Betis,1,0,H,1,0,H,2.5,3.2,2.5,2.6,3.2,2.6,2.5,2.9,2.6,2.625,2.875,2.5,2.5,3,2.6,2.5,3,2.6,2.37,3,2.7
SP1,07/03/2004,Ath Bilbao,Valladolid,1,4,A,0,3,A,1.615,3.4,5,1.65,3.5,5.15,1.65,3.2,4.6,1.571,3.25,5.5,1.57,3.5,5.25,1.57,3.5,5.25,1.57,3.3,5.5
SP1,07/03/2004,Ath Madrid,Murcia,1,1,D,0,0,D,1.444,4,7.5,1.4,4.1,8,1.3,4,8.5,1.4,3.75,7,1.36,4,7.5,1.36,4,7.5,1.4,3.6,7.5
SP1,07/03/2004,Barcelona,Mallorca,3,2,H,2,0,H,1.364,3.75,8.5,1.4,4,8.25,1.37,3.9,6.5,1.4,3.75,7,1.36,4,7.5,1.36,4,7.5,1.36,3.75,8
SP1,07/03/2004,Sevilla,Villarreal,2,0,H,0,0,D,1.909,3.25,3.5,1.92,3.3,3.85,1.9,3,3.6,1.727,3.2,4.333,1.83,3.3,3.75,1.83,3.3,3.75,1.83,3.2,3.75
SP1,07/03/2004,Zaragoza,Malaga,1,0,H,0,0,D,2.1,3.25,3,2.15,3.2,3.25,2.1,2.9,3.2,1.909,3.2,3.5,2.2,3.1,3,2.2,3.1,3,2.1,3,3.2
SP1,13/03/2004,Real Madrid,Zaragoza,1,1,D,1,1,D,1.286,4.5,9,1.3,5,9,1.22,4.8,9.5,1.286,4.333,9,1.25,4.5,11,1.25,4.5,11,1.25,4.5,10
SP1,13/03/2004,Sociedad,Ath Madrid,2,1,H,2,0,H,2.25,3.2,2.8,2.25,3.15,3.1,2,3,3.3,2.1,3,3.2,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.1,2.8
SP1,14/03/2004,Betis,Osasuna,1,1,D,1,1,D,2,3,3.5,2.1,3.1,3.5,1.9,2.9,3.8,2,3,3.4,2,3,3.5,2,3,3.5,2.1,2.87,3.3
SP1,14/03/2004,Celta,Valencia,0,2,A,0,1,A,3.4,3.25,2.1,3.3,3.25,2.1,3.1,3,2.1,3.5,3.2,1.909,3.75,3.25,1.83,3.4,3.1,2,3.6,3.1,1.9
SP1,14/03/2004,Espanol,Santander,0,1,A,0,0,D,2.1,3.25,3,2.15,3.25,3.25,2,3,3.3,2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.1,3.1
SP1,14/03/2004,Malaga,Ath Bilbao,2,1,H,0,1,A,2.25,3.2,2.8,2.25,3.2,3.05,2.2,2.9,3,2.25,3,2.875,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8
SP1,14/03/2004,Mallorca,La Coruna,4,2,H,2,1,H,2.8,3.25,2.2,3,3.25,2.25,2.9,3,2.2,2.6,3.2,2.375,2.88,3.2,2.2,2.88,3.2,2.2,2.87,3.1,2.2
SP1,14/03/2004,Murcia,Barcelona,0,2,A,0,1,A,4.5,3.4,1.667,5.2,3.7,1.61,4.6,3.4,1.6,5,3.25,1.615,5,3.4,1.62,5,3.4,1.62,4.5,3.3,1.66
SP1,14/03/2004,Valladolid,Sevilla,2,0,H,0,0,D,2.25,3.25,2.75,2.35,3.15,2.9,2.2,2.9,3,2.25,3.2,2.75,2.25,3.1,2.88,2.25,3.1,2.88,2.3,3,2.8
SP1,14/03/2004,Villarreal,Albacete,2,1,H,0,1,A,1.8,3.25,4,1.8,3.3,4.5,1.8,3.1,3.8,1.8,3.2,4,1.73,3.25,4.33,1.73,3.25,4.33,1.83,3,4
SP1,20/03/2004,Ath Bilbao,Real Madrid,4,2,H,2,0,H,3,3.25,2.1,3.1,3.25,2.2,3,2.9,2.2,2.875,3,2.25,3.1,3.2,2.1,3.1,3.2,2.1,2.87,3.1,2.2
SP1,20/03/2004,Ath Madrid,Betis,2,1,H,0,0,D,1.909,3.25,3.5,2.1,3.1,3.5,2.1,2.9,3.2,1.909,3,3.75,2,3.1,3.4,2,3.1,3.4,1.9,3.1,3.6
SP1,20/03/2004,La Coruna,Murcia,1,0,H,1,0,H,1.286,4.5,8.5,1.26,5.2,10,1.25,4.5,9,1.3,4.333,8,1.22,5,10,1.22,5,10,1.28,4.5,8
SP1,21/03/2004,Albacete,Valladolid,2,0,H,1,0,H,2.1,3.25,3,2.1,3.25,3.35,2,3,3.3,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2,3.1,3.3
SP1,21/03/2004,Barcelona,Sociedad,1,0,H,0,0,D,1.444,4,7.5,1.5,3.8,6.6,1.5,3.7,5,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5
SP1,21/03/2004,Osasuna,Villarreal,2,1,H,1,0,H,2,3,3.5,2,3.25,3.6,1.9,3.1,3.5,1.833,3.2,3.75,2,3.2,3.3,2,3.2,3.3,2,3,3.4
SP1,21/03/2004,Santander,Celta,4,4,D,2,1,H,1.909,3.25,3.5,2.1,3.25,3.35,2,3.1,3.2,1.909,3.2,3.5,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3
SP1,21/03/2004,Sevilla,Malaga,0,1,A,0,0,D,2,3.25,3.25,2,3.25,3.6,1.9,3.1,3.5,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.2,3.75
SP1,21/03/2004,Valencia,Mallorca,5,1,H,1,0,H,1.4,3.75,7.5,1.44,4,7.5,1.35,4,7,1.444,3.6,6.5,1.36,4,7.5,1.36,4,7.5,1.4,3.6,7.5
SP1,21/03/2004,Zaragoza,Espanol,1,1,D,1,1,D,1.833,3.25,3.75,2,3.25,3.6,1.9,3.1,3.5,1.8,3.2,4,1.85,3.25,3.75,1.85,3.25,3.75,2,3.1,3.3
SP1,27/03/2004,Espanol,Ath Bilbao,2,1,H,1,0,H,2.5,3.25,2.7,2.45,3.2,2.75,2.5,3,2.5,2.4,3,2.625,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62
SP1,27/03/2004,Sociedad,La Coruna,1,2,A,1,1,D,2.5,3.2,2.5,2.6,3.15,2.6,2.4,2.9,2.7,2.5,2.875,2.625,2.6,3,2.5,2.6,3,2.5,2.4,3.1,2.6
SP1,28/03/2004,Celta,Zaragoza,0,2,A,0,0,D,2.1,3.25,3,2.1,3.25,3.35,2,3,3.3,2.1,3.2,3,2.2,3.2,2.88,2,3.25,3.25,2,3.2,3.2
SP1,28/03/2004,Malaga,Albacete,1,1,D,0,1,A,1.8,3.25,4,1.8,3.3,4.5,1.8,3.1,3.8,1.667,3.25,4.5,1.75,3.25,4.2,1.75,3.25,4.2,1.72,3.2,4.33
SP1,28/03/2004,Murcia,Mallorca,2,0,H,1,0,H,2.625,3.2,2.375,2.85,3.25,2.35,3.2,3.1,2,2.6,3.2,2.375,2.75,3.2,2.3,2.75,3.2,2.3,2.62,3.1,2.37
SP1,28/03/2004,Real Madrid,Sevilla,5,1,H,2,0,H,1.333,4.5,9,1.33,4.3,10,1.27,4.3,8.5,1.333,4,8,1.33,4.2,8,1.33,4.2,8,1.28,4.33,8.5
SP1,28/03/2004,Santander,Valencia,0,3,A,0,2,A,3.25,3.25,2,3.65,3.35,1.95,3.3,3,2,3.4,3,2,3.3,3.2,2,3.3,3.2,2,3.6,3.1,1.9
SP1,28/03/2004,Valladolid,Osasuna,1,1,D,1,0,H,2.3,3.2,2.7,2.35,3.1,3,2.3,2.8,2.9,2.25,3,2.875,2.3,3,2.88,2.3,3,2.87,2.3,3,2.8
SP1,28/03/2004,Villarreal,Ath Madrid,0,0,D,0,0,D,2.25,3.25,2.75,2.3,3.2,3,2.1,2.9,3.2,2.2,3.2,2.8,2.2,3.1,3,2.2,3.1,3,2.1,3.1,3.1
SP1,03/04/2004,Albacete,Real Madrid,1,2,A,0,1,A,5,3.4,1.727,4.75,3.4,1.7,4,3.2,1.75,4.5,3.25,1.667,5,3.2,1.67,5,3.2,1.66,4.2,3.25,1.72
SP1,03/04/2004,Barcelona,Villarreal,0,0,D,0,0,D,1.5,3.75,7,1.45,4,6.8,1.4,3.9,6,1.4,3.75,7,1.4,3.6,8,1.4,3.6,8,1.4,3.5,8
SP1,03/04/2004,Sevilla,Espanol,1,0,H,0,0,D,1.833,3.25,3.75,1.85,3.35,4,1.85,3.1,3.6,1.833,3.2,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.83,3.2,3.75
SP1,04/04/2004,Ath Bilbao,Celta,0,0,D,0,0,D,1.8,3.25,4,1.75,3.35,4.6,1.75,3.2,4,1.727,3.2,4.333,1.73,3.2,4.5,1.72,3.2,4.5,1.66,3.3,4.5
SP1,04/04/2004,Ath Madrid,Valladolid,2,1,H,2,0,H,1.667,3.4,5,1.65,3.4,5.35,1.65,3.3,4.4,1.667,3.25,4.5,1.67,3.2,5,1.66,3.2,5,1.66,3.1,5
SP1,04/04/2004,La Coruna,Betis,2,2,D,2,1,H,1.533,3.4,6,1.55,3.6,6.1,1.65,3.3,4.4,1.5,3.25,6.5,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.4,6
SP1,04/04/2004,Mallorca,Sociedad,1,1,D,0,1,A,2.25,3.25,2.75,2.3,3.25,2.9,2.3,3,2.7,2.2,3.2,2.8,2.3,3,2.88,2.3,3,2.87,2.25,3.1,2.8
SP1,04/04/2004,Osasuna,Malaga,1,1,D,1,0,H,1.909,3.2,3.6,2,3.1,3.8,2.1,2.9,3.2,1.909,3.2,3.5,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3
SP1,04/04/2004,Valencia,Murcia,2,0,H,0,0,D,1.222,5.5,13,1.2,5.7,13,1.2,5,10,1.2,5,11,1.2,5,13,1.2,5,13,1.2,5,11
SP1,04/04/2004,Zaragoza,Santander,2,2,D,1,0,H,1.909,3.2,3.6,2,3.2,3.65,1.9,3,3.6,1.8,3.25,3.75,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3
SP1,10/04/2004,Celta,Sevilla,0,0,D,0,0,D,2.2,3.25,3.2,2.1,3.3,3.3,2,3.1,3.2,2.1,3.2,3,2.2,3.1,3,2.1,3.1,3.2,2.2,3,3
SP1,10/04/2004,Malaga,Ath Madrid,3,1,H,2,1,H,2.2,3.25,2.8,2.25,3.2,3.1,2.3,2.9,2.8,2.2,3,3,2.2,3.1,3,2.2,3.1,3,2.2,3,3
SP1,10/04/2004,Valladolid,Barcelona,1,3,A,0,2,A,3,3.25,2.1,3.35,3.25,2.1,3.2,2.9,2.1,3.2,3.2,2,3.2,3.1,2.1,3.2,3.1,2.1,3.3,3.1,2
SP1,11/04/2004,Betis,Mallorca,0,2,A,0,1,A,1.833,3.25,3.75,1.9,3.25,4,1.85,3,3.8,1.833,3.2,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.1,4
SP1,11/04/2004,Espanol,Albacete,1,1,D,0,1,A,2,3.25,3.25,2,3.25,3.65,1.9,3.1,3.5,1.909,3.2,3.5,2,3.1,3.4,2,3.1,3.4,1.9,3.1,3.6
SP1,11/04/2004,Real Madrid,Osasuna,0,3,A,0,2,A,1.364,4.333,9,1.35,4.25,9.5,1.3,4.2,8,1.3,4,9,1.3,4.2,9,1.3,4.2,9,1.3,4,9.5
SP1,11/04/2004,Santander,Ath Bilbao,1,2,A,0,1,A,2.25,3.25,2.75,2.3,3.2,3,2.4,2.8,2.8,2.25,3,2.875,2.2,3.1,3,2.2,3.1,3,2.25,3.1,2.8
SP1,11/04/2004,Sociedad,Murcia,2,0,H,0,0,D,1.5,3.5,6,1.48,3.75,7,1.4,3.9,6,1.5,3.4,6,1.44,3.6,7,1.44,3.6,7,1.44,3.5,7
SP1,11/04/2004,Villarreal,La Coruna,0,2,A,0,1,A,2.625,3.2,2.375,2.8,3.3,2.37,2.5,3,2.5,2.75,3,2.375,2.75,3,2.38,2.75,3,2.37,2.62,3.1,2.37
SP1,11/04/2004,Zaragoza,Valencia,0,1,A,0,0,D,3.5,3.25,1.909,3.75,3.3,1.95,3.2,3.1,2,3.4,3,2,3.4,3.1,2,3.4,3.1,2,3.5,3.2,1.9
SP1,14/04/2004,Betis,Barcelona,1,1,D,1,1,D,2.87,3.2,2.2,3.1,3.25,2.2,3,2.9,2.2,2.8,3.2,2.2,,,,3,3.1,2.2,3.3,3.1,2
SP1,17/04/2004,Ath Bilbao,Zaragoza,4,0,H,1,0,H,1.8,3.25,4,1.95,3.25,3.8,1.75,3.1,4.2,1.8,3.25,3.75,1.8,3.2,4,1.8,3.2,4,1.8,3.1,4
SP1,17/04/2004,Ath Madrid,Real Madrid,1,2,A,0,1,A,3,3.3,2.25,3.45,3.25,2.05,3.2,3.1,2,3,3.2,2.1,2.8,3.2,2.25,3.1,3.2,2.1,3.2,3,2.1
SP1,17/04/2004,La Coruna,Valladolid,1,1,D,0,1,A,1.444,3.75,6.5,1.48,3.75,7,1.5,3.5,5.4,1.44,3.6,6.5,1.4,3.75,7.5,1.44,3.75,6.5,1.44,3.6,6.5
SP1,18/04/2004,Albacete,Celta,0,2,A,0,1,A,2.2,3.25,2.8,2.3,3.25,2.9,2.2,3,2.9,2,3.2,3.2,2.25,3.1,2.9,2.25,3.1,2.9,2.1,3.3,2.87
SP1,18/04/2004,Barcelona,Malaga,3,0,H,3,0,H,1.5,3.75,7,1.48,3.75,7,1.45,3.8,5.4,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7
SP1,18/04/2004,Mallorca,Villarreal,1,2,A,1,1,D,2,3.25,3.25,2,3.25,3.6,1.85,3.1,3.6,2,3.2,3.2,2.1,3.1,3.2,2,3.1,3.4,2,3,3.4
SP1,18/04/2004,Murcia,Betis,0,1,A,0,1,A,,,,,,,,,,2.6,3.2,2.38,2.7,3.1,2.38,2.7,3.1,2.37,2.75,3.1,2.3
SP1,18/04/2004,Osasuna,Espanol,1,3,A,0,1,A,1.667,3.4,4.5,1.78,3.3,4.5,1.75,3.1,4.2,1.67,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.25,4.2
SP1,18/04/2004,Sevilla,Santander,5,2,H,2,0,H,1.909,3.25,3.5,2,3.25,3.6,1.9,2.9,3.8,1.91,3.2,3.5,1.91,3.1,3.75,1.9,3.1,3.75,1.9,3.1,3.6
SP1,18/04/2004,Valencia,Sociedad,2,2,D,0,0,D,1.4,3.75,7.5,1.4,3.85,8.75,1.35,4,7,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8
SP1,24/04/2004,Espanol,Ath Madrid,3,1,H,0,0,D,2.1,3.25,3,2.2,3.1,3.1,2.3,3,2.7,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3
SP1,24/04/2004,Malaga,La Coruna,1,1,D,1,1,D,2.6,3.25,2.6,2.6,3.15,2.5,2.5,3,2.5,2.5,3.2,2.5,2.6,3,2.5,2.6,3,2.5,2.6,3.1,2.4
SP1,25/04/2004,Ath Bilbao,Valencia,1,1,D,1,1,D,3.1,3.2,2.25,3.1,3.2,2.15,2.8,2.9,2.3,2.75,3.2,2.25,2.88,3.2,2.2,2.88,3.2,2.2,2.87,3,2.25
SP1,25/04/2004,Betis,Sociedad,2,1,H,2,1,H,2.2,3.25,2.8,2.2,3.15,3.05,2,2.9,3.4,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.88,2.2,3,3
SP1,25/04/2004,Celta,Osasuna,1,0,H,0,0,D,1.9,3.25,3.5,1.9,3.3,3.7,,,,1.83,3.2,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.3,3.3
SP1,25/04/2004,Real Madrid,Barcelona,1,2,A,0,0,D,2,3.2,3.75,1.93,3.25,3.6,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.1,3.6
SP1,25/04/2004,Santander,Albacete,0,2,A,0,1,A,2.1,3.25,3,2.05,3.2,3.35,2,2.9,3.4,2,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.1,3.1
SP1,25/04/2004,Valladolid,Mallorca,1,3,A,0,1,A,2,3.25,3.25,2,3.15,3.55,2,2.8,3.6,2,3,3.4,2.05,3,3.4,2.05,3,3.4,2,3,3.4
SP1,25/04/2004,Villarreal,Murcia,1,0,H,0,0,D,1.44,3.75,6.5,1.4,3.85,8,1.3,4.2,8,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7
SP1,25/04/2004,Zaragoza,Sevilla,4,4,D,2,1,H,2.25,3.25,2.75,2.3,3.2,2.85,2.2,2.9,3,2.25,3,2.88,2.25,3.1,2.88,2.25,3.1,2.88,2.3,3,2.8
SP1,01/05/2004,Ath Madrid,Celta,3,2,H,3,1,H,2,3.2,3.2,2.05,3.25,3.4,2.2,2.9,3,1.91,3.2,3.5,2.1,3.2,3,1.9,3.3,3.3,2.1,3.2,3
SP1,01/05/2004,La Coruna,Real Madrid,2,0,H,1,0,H,3.2,3.25,2.2,3.25,3.25,2.1,2.7,3,2.3,3,3.2,2.1,3.2,3.4,2.1,3.3,3.3,1.9,3,3.25,2.1
SP1,02/05/2004,Albacete,Zaragoza,3,1,H,1,0,H,2.25,3.2,2.75,2.3,3.2,2.9,2.1,2.9,3.2,2.1,3.2,3,2.3,3,2.8,2.2,2.87,3.1,2.3,3,2.8
SP1,02/05/2004,Barcelona,Espanol,4,1,H,2,1,H,1.44,4,7.5,1.4,3.85,8.8,1.45,3.8,5.4,1.36,3.75,8,1.4,4,8.5,1.33,4,8,1.4,3.75,7.5
SP1,02/05/2004,Mallorca,Malaga,2,1,H,1,0,H,1.8,3.2,4,1.75,3.4,4,1.8,3.1,3.8,1.83,3.25,3.6,1.85,3.25,3.6,1.72,3.4,4,1.8,3.25,4
SP1,02/05/2004,Murcia,Valladolid,2,1,H,1,1,D,3.5,3.2,1.9,3.75,3.3,1.85,,,,3.5,3.2,1.91,3.4,3.25,1.91,3.6,3.3,1.83,3.75,3.25,1.8
SP1,02/05/2004,Osasuna,Santander,1,2,A,0,0,D,1.9,3.25,3.4,2,3.2,3.5,2.1,2.9,3.2,1.91,3.2,3.5,2,3.2,3.2,1.9,3.25,3.4,2,3.2,3.2
SP1,02/05/2004,Sevilla,Ath Bilbao,2,0,H,1,0,H,2.1,3.2,3,2.15,3.2,3.1,2.2,2.9,3,2.1,3,3.2,2.2,3.1,2.9,2.1,3.1,3.1,2.2,3.1,2.9
SP1,02/05/2004,Sociedad,Villarreal,2,2,D,1,1,D,1.8,3.25,4,1.75,3.3,4.5,1.8,3.1,3.8,1.67,3.4,4.33,1.73,3.3,4.2,1.72,3.25,4.2,1.67,3.4,4.33
SP1,02/05/2004,Valencia,Betis,2,0,H,1,0,H,1.4,3.75,7,1.4,3.85,8.8,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7.5,1.4,3.6,7.5,1.4,3.75,7.5
SP1,08/05/2004,Celta,Barcelona,1,0,H,1,0,H,3.75,3.5,1.9,3.5,3.3,1.85,2.9,3,2.2,3.6,3.4,1.8,3.6,3.4,1.95,3.5,3.25,1.91,3.6,3.3,1.83
SP1,08/05/2004,Real Madrid,Mallorca,2,3,A,1,3,A,1.36,4.5,8,1.3,4.25,8,1.35,4,7,1.36,4,7,1.33,4.5,9,1.3,4.5,8,1.33,4,8
SP1,09/05/2004,Ath Bilbao,Albacete,1,1,D,0,0,D,1.61,3.5,4.5,1.57,3.45,5,1.55,3.5,4.8,1.67,3.25,4.5,1.62,3.4,5,1.62,3.4,5,1.66,3.1,5
SP1,09/05/2004,Espanol,La Coruna,2,0,H,1,0,H,2.2,3.25,2.75,2.15,3.25,2.8,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.2,2.75
SP1,09/05/2004,Malaga,Murcia,1,0,H,0,0,D,1.4,3.75,7,1.38,3.9,6.9,1.35,4,7,1.33,4,8,1.4,3.75,7,1.4,3.75,7,1.4,3.75,7
SP1,09/05/2004,Santander,Ath Madrid,2,2,D,0,1,A,2.2,3.25,2.75,2.15,3.1,3,2.1,2.8,3.3,2.2,3.2,2.8,2.2,3.1,3,2.2,3.1,3,2.25,3.1,2.8
SP1,09/05/2004,Sevilla,Valencia,0,2,A,0,1,A,3.25,3.2,2.2,3.15,3.2,2,3.3,2.8,2.1,3.2,3,2.1,3.4,3.2,2.1,3.2,3.1,2.1,3,3,2.2
SP1,09/05/2004,Valladolid,Sociedad,2,2,D,1,2,A,2.37,3.1,2.62,2.25,3.2,2.7,2.3,3,2.7,2.25,3,2.88,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75
SP1,09/05/2004,Villarreal,Betis,1,0,H,0,0,D,2.1,3.2,3,2.05,3.2,3.05,2.2,2.9,3,1.91,3.2,3.5,2.1,3.2,3.1,2.1,3.2,3.1,2,3.1,3.3
SP1,09/05/2004,Zaragoza,Osasuna,1,0,H,0,0,D,2,3.2,3.2,1.95,3.25,3.25,1.75,3.3,3.8,1.91,3.2,3.5,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3
SP1,14/05/2004,Villarreal,Valencia,2,1,H,2,1,H,,,,,,,1.75,3.3,3.8,,,,,,,1.53,3.75,4.75,1.61,3.3,5
SP1,15/05/2004,Betis,Valladolid,1,0,H,0,0,D,2.3,3.4,2.5,2.5,3.3,2.35,2.3,3.2,2.5,,,,2.3,3.4,2.6,2.3,3.4,2.6,2.3,3.3,2.6
SP1,15/05/2004,La Coruna,Celta,3,0,H,3,0,H,2.6,3.4,2.25,,,,2.4,3.2,2.4,,,,,,,,,,2.5,3.4,2.3
SP1,16/05/2004,Albacete,Sevilla,1,4,A,0,1,A,2.37,3.1,2.62,2.35,3.15,2.6,2,3.2,3.1,2.38,3,2.75,,,,2.3,3.1,2.8,2.2,3.2,2.8
SP1,16/05/2004,Ath Madrid,Zaragoza,1,2,A,0,0,D,1.72,3.4,4,1.7,3.4,4.2,1.8,3.1,3.8,1.73,3.4,4,1.75,3.4,4,1.75,3.4,4,1.72,3.25,4.2
SP1,16/05/2004,Barcelona,Santander,1,0,H,1,0,H,1.33,4,8,1.33,4.25,7.5,1.45,3.8,5.4,1.4,4,6.5,1.36,4.2,7,1.36,4.2,7,1.36,4,7
SP1,16/05/2004,Mallorca,Espanol,4,2,H,0,2,A,,,,,,,2.4,3.2,2.4,,,,,,,,,,2.5,2.75,2.8
SP1,16/05/2004,Murcia,Real Madrid,2,1,H,2,0,H,7,3.75,1.4,7.5,4.25,1.33,5.4,3.5,1.5,6,3.75,1.44,7.5,4,1.44,6.5,4,1.4,6.5,4.2,1.36
SP1,16/05/2004,Osasuna,Ath Bilbao,1,2,A,0,0,D,3,3.2,2.1,3,3.3,2,3.1,3,2.1,2.75,3.2,2.25,,,,,,,,,
SP1,16/05/2004,Sociedad,Malaga,1,1,D,0,0,D,1.83,3.4,3.5,1.7,3.4,4.2,1.7,3.3,4,1.8,3.25,3.75,1.75,3.4,4,1.75,3.4,4,1.72,3.4,4
